,KeggID,DBLINKS
146,cpd:C17670,ChEBI: 37386
147,cpd:C17670,ChEMBL: CHEMBL461288
148,cpd:C17670,LIPIDMAPS: LMPK13040027
149,cpd:C17670,NIKKAJI: J815.992K
150,cpd:C17670,CAS: 67979-25-3
151,cpd:C17671,ChEBI: 168361 81264
152,cpd:C17671,KNApSAcK: C00030836
153,cpd:C17671,NIKKAJI: J156.592C
154,cpd:C17671,PubChem: 96024014
155,cpd:C17672,ChEBI: 81265
156,cpd:C17672,ChEMBL: CHEMBL2204398
157,cpd:C17672,KNApSAcK: C00037918
158,cpd:C17672,NIKKAJI: J156.573G
159,cpd:C17672,PubChem: 96024015
160,cpd:C17673,PubChem: 96024016
161,cpd:C17673,ChEBI: 78029
162,cpd:C17673,ChEMBL: CHEMBL4457748
163,cpd:C17673,KNApSAcK: C00032364
164,cpd:C17673,NIKKAJI: J516.545H
165,cpd:C17673,CAS: 41743-74-2
166,cpd:C17674,ChEBI: 81266
167,cpd:C17674,PubChem: 96024017
168,cpd:C17675,ChEBI: 81267
169,cpd:C17675,PubChem: 96024018
170,cpd:C17676,PubChem: 96024019
171,cpd:C17676,ChEBI: 67796
172,cpd:C17676,ChEMBL: CHEMBL1288770 CHEMBL465860
173,cpd:C17676,KNApSAcK: C00012765
174,cpd:C17676,NIKKAJI: J13.424D
175,cpd:C17676,CAS: 4666-84-6
176,cpd:C17677,ChEBI: 182022
177,cpd:C17677,KNApSAcK: C00012820
178,cpd:C17677,PubChem: 163311806
179,cpd:C17678,ChEBI: 81268
180,cpd:C17678,NIKKAJI: J2.151.053J
181,cpd:C17678,PubChem: 96024020
182,cpd:C17679,ChEBI: 81269
183,cpd:C17679,PubChem: 96024021
184,cpd:C17680,ChEBI: 81270
185,cpd:C17680,PubChem: 96024022
186,cpd:C17682,ChEBI: 81271
187,cpd:C17682,PubChem: 96024023
188,cpd:C17683,ChEBI: 81272
189,cpd:C17683,PubChem: 96024024
190,cpd:C17684,ChEBI: 81273
191,cpd:C17684,KNApSAcK: C00000687
192,cpd:C17684,NIKKAJI: J18.313J
193,cpd:C17684,PubChem: 96024025
194,cpd:C17685,ChEBI: 81274
195,cpd:C17685,PubChem: 96024026
196,cpd:C17686,ChEBI: 81275
197,cpd:C17686,KNApSAcK: C00000688
198,cpd:C17686,NIKKAJI: J1.525.917E
199,cpd:C17686,PubChem: 96024027
200,cpd:C17687,ChEBI: 81276
201,cpd:C17687,ChEMBL: CHEMBL2092842
202,cpd:C17687,LIPIDMAPS: LMST04010044
203,cpd:C17687,NIKKAJI: J15.089D
204,cpd:C17687,PubChem: 96024028
205,cpd:C17688,ChEBI: 138819
206,cpd:C17688,ChEMBL: CHEMBL3707335
207,cpd:C17688,PubChem: 163311807
208,cpd:C17689,ChEBI: 138379
209,cpd:C17689,PubChem: 96024029
210,cpd:C17690,ChEBI: 81278
211,cpd:C17690,ChEMBL: CHEMBL108014
212,cpd:C17690,NIKKAJI: J318.011E
213,cpd:C17690,PubChem: 96024030
214,cpd:C17691,PubChem: 254741156
215,cpd:C17692,PubChem: 254741157
216,cpd:C17693,PubChem: 254741158
217,cpd:C17694,PubChem: 254741159
218,cpd:C17695,PubChem: 315431295
219,cpd:C17696,PubChem: 315431296
220,cpd:C17697,PubChem: 315431297
221,cpd:C17698,PubChem: 315431298
222,cpd:C17699,PubChem: 316933493
223,cpd:C17700,ChEMBL: CHEMBL1236649
224,cpd:C17700,PDB-CCD: VDM
225,cpd:C17700,PubChem: 315431299
226,cpd:C17701,PubChem: 96024031
227,cpd:C17701,ChEBI: 81279
228,cpd:C17701,NIKKAJI: J12.408G
229,cpd:C17701,CAS: 55715-66-7
230,cpd:C17702,PubChem: 96024032
231,cpd:C17702,ChEBI: 81280
232,cpd:C17702,ChEMBL: CHEMBL4465498
233,cpd:C17702,KNApSAcK: C00018397
234,cpd:C17702,PDB-CCD: 827
235,cpd:C17702,NIKKAJI: J87.127C
236,cpd:C17702,CAS: 36889-17-5
237,cpd:C17703,PubChem: 96024033
238,cpd:C17703,ChEBI: 42768
239,cpd:C17703,ChEMBL: CHEMBL215226
240,cpd:C17703,KNApSAcK: C00018398
241,cpd:C17703,PDB-CCD: GET
242,cpd:C17703,NIKKAJI: J147.239I
243,cpd:C17703,CAS: 49863-47-0
244,cpd:C17704,PubChem: 96024034
245,cpd:C17704,ChEBI: 81281
246,cpd:C17704,ChEMBL: CHEMBL3245227
247,cpd:C17704,PDB-CCD: JIA
248,cpd:C17704,NIKKAJI: J87.136B
249,cpd:C17704,CAS: 51846-97-0
250,cpd:C17705,PubChem: 96024035
251,cpd:C17705,ChEBI: 81282
252,cpd:C17705,NIKKAJI: J161.414B
253,cpd:C17705,CAS: 51846-98-1
254,cpd:C17706,PubChem: 96024036
255,cpd:C17706,ChEBI: 81283
256,cpd:C17706,ChEMBL: CHEMBL373081
257,cpd:C17706,KNApSAcK: C00018016
258,cpd:C17706,NIKKAJI: J9.787J
259,cpd:C17706,CAS: 52093-21-7
260,cpd:C17707,PubChem: 96024037
261,cpd:C17707,ChEBI: 71961
262,cpd:C17707,ChEMBL: CHEMBL389029
263,cpd:C17707,PDB-CCD: LIV
264,cpd:C17707,NIKKAJI: J17.684B
265,cpd:C17707,CAS: 36441-41-5
266,cpd:C17708,PubChem: 96024038
267,cpd:C17708,ChEBI: 37923
268,cpd:C17708,ChEMBL: CHEMBL115299 CHEMBL3084803
269,cpd:C17708,KNApSAcK: C00018137
270,cpd:C17708,NIKKAJI: J34.182G
271,cpd:C17708,CAS: 55779-06-1
272,cpd:C17709,PubChem: 96024039
273,cpd:C17709,ChEBI: 81284
274,cpd:C17709,KNApSAcK: C00018138
275,cpd:C17709,NIKKAJI: J34.181I
276,cpd:C17709,CAS: 54783-95-8
277,cpd:C17710,PubChem: 96024040
278,cpd:C17710,ChEBI: 81285
279,cpd:C17710,KNApSAcK: C00018248
280,cpd:C17710,NIKKAJI: J81.904B
281,cpd:C17710,CAS: 72503-79-8
282,cpd:C17711,PubChem: 96024041
283,cpd:C17711,ChEBI: 81286
284,cpd:C17711,KNApSAcK: C00018250
285,cpd:C17711,NIKKAJI: J122.674F
286,cpd:C17711,CAS: 72503-80-1
287,cpd:C17712,PubChem: 96024042
288,cpd:C17712,ChEBI: 81287
289,cpd:C17712,NIKKAJI: J87.130C
290,cpd:C17712,CAS: 51795-47-2
291,cpd:C17713,ChEBI: 81288
292,cpd:C17713,NIKKAJI: J2.176.134F J2.337.179K
293,cpd:C17713,PubChem: 96024043
294,cpd:C17714,PubChem: 96024044
295,cpd:C17714,ChEBI: 45571
296,cpd:C17714,ChEMBL: CHEMBL320358
297,cpd:C17714,LIPIDMAPS: LMFA01010007
298,cpd:C17714,PDB-CCD: SHV
299,cpd:C17714,NIKKAJI: J1.985B
300,cpd:C17714,CAS: 111-14-8
301,cpd:C17715,PubChem: 96024045
302,cpd:C17715,ChEBI: 32368
303,cpd:C17715,ChEMBL: CHEMBL108030
304,cpd:C17715,LIPIDMAPS: LMFA01010011
305,cpd:C17715,KNApSAcK: C00007421
306,cpd:C17715,PDB-CCD: 11A
307,cpd:C17715,NIKKAJI: J1.993C
308,cpd:C17715,CAS: 112-37-8
309,cpd:C17716,ChEBI: 81289
310,cpd:C17716,KNApSAcK: C00022682
311,cpd:C17716,NIKKAJI: J864.341E
312,cpd:C17716,PubChem: 96024046
313,cpd:C17717,ChEBI: 81290
314,cpd:C17717,NIKKAJI: J1.520.610A
315,cpd:C17717,PubChem: 96024047
316,cpd:C17718,PubChem: 96024048
317,cpd:C17718,ChEBI: 81291
318,cpd:C17718,NIKKAJI: J300.549F
319,cpd:C17718,CAS: 4563-84-2
320,cpd:C17719,PubChem: 96024049
321,cpd:C17719,ChEBI: 81292
322,cpd:C17719,ChEMBL: CHEMBL3707257
323,cpd:C17719,CAS: 21946-79-2
324,cpd:C17720,PubChem: 96024050
325,cpd:C17720,ChEBI: 76130
326,cpd:C17720,ChEMBL: CHEMBL1489662
327,cpd:C17720,NIKKAJI: J21.384E
328,cpd:C17720,CAS: 51484-40-3
329,cpd:C17721,PubChem: 96024051
330,cpd:C17721,ChEBI: 81293
331,cpd:C17721,ChEMBL: CHEMBL2105883
332,cpd:C17721,NIKKAJI: J2.441D
333,cpd:C17721,CAS: 109-93-3
334,cpd:C17722,PubChem: 96024052
335,cpd:C17722,ChEBI: 81294
336,cpd:C17722,ChEMBL: CHEMBL92963
337,cpd:C17722,NIKKAJI: J5.376G
338,cpd:C17722,CAS: 125-55-3
339,cpd:C17723,PubChem: 96024053
340,cpd:C17723,ChEBI: 81295
341,cpd:C17723,ChEMBL: CHEMBL2110959
342,cpd:C17723,NIKKAJI: J8.728I
343,cpd:C17723,CAS: 4439-25-2
344,cpd:C17724,PubChem: 96024054
345,cpd:C17724,ChEBI: 81296
346,cpd:C17724,ChEMBL: CHEMBL93047
347,cpd:C17724,NIKKAJI: J156.565F
348,cpd:C17724,CAS: 520-77-4
349,cpd:C17725,PubChem: 96024055
350,cpd:C17725,ChEBI: 81297
351,cpd:C17725,ChEMBL: CHEMBL468837
352,cpd:C17725,NIKKAJI: J6.256A
353,cpd:C17725,CAS: 509-86-4
354,cpd:C17726,PubChem: 96024056
355,cpd:C17726,ChEBI: 134119 81298
356,cpd:C17726,ChEMBL: CHEMBL2074894
357,cpd:C17726,LIPIDMAPS: LMST04010067
358,cpd:C17726,NIKKAJI: J367.450I
359,cpd:C17726,CAS: 2393-59-1
360,cpd:C17727,ChEBI: 81299
361,cpd:C17727,ChEMBL: CHEMBL159119 CHEMBL2074894
362,cpd:C17727,LIPIDMAPS: LMST04010065
363,cpd:C17727,NIKKAJI: J472.758D
364,cpd:C17727,PubChem: 96024057
365,cpd:C17728,PubChem: 96024058
366,cpd:C17728,ChEBI: 81300
367,cpd:C17728,ChEMBL: CHEMBL3707301
368,cpd:C17728,NIKKAJI: J250.472C
369,cpd:C17728,CAS: 25466-44-8
370,cpd:C17729,PubChem: 96024059
371,cpd:C17729,ChEBI: 81301
372,cpd:C17729,ChEMBL: CHEMBL3707234
373,cpd:C17729,NIKKAJI: J188.403D
374,cpd:C17729,CAS: 553-06-0
375,cpd:C17730,PubChem: 96024060
376,cpd:C17730,ChEBI: 81302
377,cpd:C17730,ChEMBL: CHEMBL3707370
378,cpd:C17730,NIKKAJI: J4.192K
379,cpd:C17730,CAS: 77-03-2
380,cpd:C17731,PubChem: 96024061
381,cpd:C17731,ChEBI: 81303
382,cpd:C17731,NIKKAJI: J311.917C
383,cpd:C17731,CAS: 42476-21-1
384,cpd:C17732,PubChem: 96024062
385,cpd:C17732,ChEBI: 81304
386,cpd:C17732,ChEMBL: CHEMBL3707298
387,cpd:C17732,NIKKAJI: J152.049K
388,cpd:C17732,CAS: 14452-57-4
389,cpd:C17733,ChEBI: 81305
390,cpd:C17733,NIKKAJI: J491.113J
391,cpd:C17733,PubChem: 96024063
392,cpd:C17734,PubChem: 96024064
393,cpd:C17734,ChEBI: 81306
394,cpd:C17734,ChEMBL: CHEMBL207413
395,cpd:C17734,NIKKAJI: J211.515H
396,cpd:C17734,CAS: 6277-14-1
397,cpd:C17735,ChEBI: 185407
398,cpd:C17735,NIKKAJI: J491.112A
399,cpd:C17735,PubChem: 96024065
400,cpd:C17737,PubChem: 96024066
401,cpd:C17737,ChEBI: 81308
402,cpd:C17737,LIPIDMAPS: LMST04010092
403,cpd:C17737,NIKKAJI: J14.831H
404,cpd:C17737,CAS: 2464-18-8
405,cpd:C17740,ChEBI: 71215
406,cpd:C17740,PubChem: 96024067
407,cpd:C17741,ChEBI: 71236
408,cpd:C17741,PubChem: 96024068
409,cpd:C17742,PubChem: 96024069
410,cpd:C17742,ChEBI: 65737
411,cpd:C17742,ChEMBL: CHEMBL179512
412,cpd:C17742,KNApSAcK: C00037023
413,cpd:C17742,NIKKAJI: J1.939.853F J468.369B J877.764K J949.191K
414,cpd:C17742,CAS: 22608-11-3
415,cpd:C17743,PubChem: 96024070
416,cpd:C17743,ChEBI: 71045
417,cpd:C17743,ChEMBL: CHEMBL131770
418,cpd:C17743,KNApSAcK: C00032769
419,cpd:C17743,CAS: 24939-16-0
420,cpd:C17744,ChEBI: 81309
421,cpd:C17744,PubChem: 96024071
422,cpd:C17745,ChEBI: 181365 81310
423,cpd:C17745,PubChem: 96024072
424,cpd:C17746,ChEBI: 81311
425,cpd:C17746,NIKKAJI: J435.248C J467.914H
426,cpd:C17746,PubChem: 96024073
427,cpd:C17747,ChEBI: 81312
428,cpd:C17747,ChEMBL: CHEMBL1950586
429,cpd:C17747,PubChem: 96024074
430,cpd:C17748,ChEBI: 81313
431,cpd:C17748,NIKKAJI: J431.374G
432,cpd:C17748,PubChem: 96024075
433,cpd:C17749,ChEBI: 81314
434,cpd:C17749,NIKKAJI: J1.964.531B
435,cpd:C17749,PubChem: 96024076
436,cpd:C17750,ChEBI: 81315
437,cpd:C17750,NIKKAJI: J2.829.453K
438,cpd:C17750,PubChem: 96024077
439,cpd:C17751,ChEBI: 134458
440,cpd:C17751,NIKKAJI: J1.475.643D
441,cpd:C17751,PubChem: 96024078
442,cpd:C17752,ChEBI: 81317
443,cpd:C17752,PubChem: 96024079
444,cpd:C17753,ChEBI: 81318
445,cpd:C17753,PubChem: 96024080
446,cpd:C17754,ChEBI: 81319
447,cpd:C17754,NIKKAJI: J1.667.336F
448,cpd:C17754,PubChem: 96024081
449,cpd:C17755,PubChem: 96024082
450,cpd:C17755,ChEBI: 74684
451,cpd:C17755,NIKKAJI: J646.351G
452,cpd:C17755,CAS: 50673-96-6
453,cpd:C17756,PubChem: 96024083
454,cpd:C17756,ChEBI: 74683
455,cpd:C17756,NIKKAJI: J88.608D
456,cpd:C17756,CAS: 29539-03-5
457,cpd:C17757,ChEBI: 81320
458,cpd:C17757,NIKKAJI: J1.549.411E
459,cpd:C17757,PubChem: 96024084
460,cpd:C17758,ChEBI: 16098
461,cpd:C17758,NIKKAJI: J2.751.701C
462,cpd:C17758,PubChem: 96024085
463,cpd:C17759,ChEBI: 81321
464,cpd:C17759,ChEMBL: CHEMBL1778418
465,cpd:C17759,NIKKAJI: J1.885.316G J322.813D
466,cpd:C17759,PubChem: 96024086
467,cpd:C17760,ChEBI: 177680
468,cpd:C17760,KNApSAcK: C00050303
469,cpd:C17760,PubChem: 163311808
470,cpd:C17761,KNApSAcK: C00050304
471,cpd:C17761,PubChem: 163311809
472,cpd:C17762,ChEBI: 188563
473,cpd:C17762,ChEMBL: CHEMBL480657
474,cpd:C17762,KNApSAcK: C00004231
475,cpd:C17762,PubChem: 163311810
476,cpd:C17763,PubChem: 163311811
477,cpd:C17763,ChEMBL: CHEMBL469621
478,cpd:C17763,KNApSAcK: C00004386
479,cpd:C17763,CAS: 54300-65-1
480,cpd:C17764,ChEBI: 81322
481,cpd:C17764,PubChem: 96024087
482,cpd:C17765,PubChem: 96024088
483,cpd:C17765,ChEBI: 69094
484,cpd:C17765,ChEMBL: CHEMBL4067137
485,cpd:C17765,LIPIDMAPS: LMPK12050069
486,cpd:C17765,KNApSAcK: C00009443
487,cpd:C17765,NIKKAJI: J12.937B
488,cpd:C17765,CAS: 51847-92-8
489,cpd:C17766,PubChem: 163311812
490,cpd:C17767,ChEBI: 144388
491,cpd:C17767,PubChem: 163311813
492,cpd:C17768,PubChem: 163311814
493,cpd:C17768,ChEBI: 138875
494,cpd:C17768,CAS: 115810-21-4
495,cpd:C17769,PubChem: 163311815
496,cpd:C17770,PubChem: 96024089
497,cpd:C17770,ChEBI: 81323
498,cpd:C17770,NIKKAJI: J14.208E
499,cpd:C17770,CAS: 18607-76-6
500,cpd:C17771,PubChem: 96024090
501,cpd:C17771,ChEBI: 81324
502,cpd:C17771,ChEMBL: CHEMBL1817899
503,cpd:C17771,KNApSAcK: C00030677
504,cpd:C17771,NIKKAJI: J435.378A
505,cpd:C17771,CAS: 63492-69-3
506,cpd:C17772,ChEBI: 81325
507,cpd:C17772,KNApSAcK: C00008928
508,cpd:C17772,NIKKAJI: J2.360.342J
509,cpd:C17772,PubChem: 96024091
510,cpd:C17773,ChEBI: 81326
511,cpd:C17773,KNApSAcK: C00030340
512,cpd:C17773,NIKKAJI: J2.360.343H
513,cpd:C17773,PubChem: 96024092
514,cpd:C17774,ChEBI: 81327
515,cpd:C17774,KNApSAcK: C00008929
516,cpd:C17774,NIKKAJI: J2.360.344F
517,cpd:C17774,PubChem: 96024093
518,cpd:C17775,ChEBI: 81328
519,cpd:C17775,KNApSAcK: C00008932
520,cpd:C17775,NIKKAJI: J2.420.626B
521,cpd:C17775,PubChem: 96024094
522,cpd:C17776,ChEBI: 81329
523,cpd:C17776,KNApSAcK: C00030341
524,cpd:C17776,NIKKAJI: J2.420.627K
525,cpd:C17776,PubChem: 96024095
526,cpd:C17777,ChEBI: 81330
527,cpd:C17777,KNApSAcK: C00008933
528,cpd:C17777,PubChem: 96024096
529,cpd:C17778,PubChem: 96024097
530,cpd:C17778,ChEBI: 74131
531,cpd:C17778,ChEMBL: CHEMBL1569106 CHEMBL3617994 CHEMBL497001
532,cpd:C17778,KNApSAcK: C00036708
533,cpd:C17778,NIKKAJI: J14.990J
534,cpd:C17778,CAS: 28371-16-6
535,cpd:C17779,ChEBI: 81331
536,cpd:C17779,NIKKAJI: J658.918I
537,cpd:C17779,PubChem: 96024098
538,cpd:C17780,ChEBI: 81332
539,cpd:C17780,ChEMBL: CHEMBL3617996
540,cpd:C17780,NIKKAJI: J658.917K
541,cpd:C17780,PubChem: 96024099
542,cpd:C17781,ChEBI: 81333
543,cpd:C17781,NIKKAJI: J390.316H
544,cpd:C17781,PubChem: 96024100
545,cpd:C17782,ChEBI: 81334
546,cpd:C17782,NIKKAJI: J920.069J
547,cpd:C17782,PubChem: 96024101
548,cpd:C17783,ChEBI: 81335
549,cpd:C17783,NIKKAJI: J11.754D
550,cpd:C17783,PubChem: 96024102
551,cpd:C17784,PubChem: 96024103
552,cpd:C17784,ChEBI: 81336
553,cpd:C17784,ChEMBL: CHEMBL78010
554,cpd:C17784,LIPIDMAPS: LMPK12111164
555,cpd:C17784,KNApSAcK: C00003838
556,cpd:C17784,NIKKAJI: J6.599D
557,cpd:C17784,CAS: 520-12-7
558,cpd:C17785,PubChem: 96024104
559,cpd:C17785,ChEBI: 81337
560,cpd:C17785,ChEMBL: CHEMBL348436
561,cpd:C17785,LIPIDMAPS: LMPK12111163
562,cpd:C17785,KNApSAcK: C00003837
563,cpd:C17785,NIKKAJI: J94.487D
564,cpd:C17785,CAS: 6601-62-3
565,cpd:C17786,PubChem: 96024105
566,cpd:C17786,ChEBI: 81338
567,cpd:C17786,KNApSAcK: C00038303
568,cpd:C17786,NIKKAJI: J1.148.122A
569,cpd:C17786,CAS: 61854-36-2
570,cpd:C17787,PubChem: 96024106
571,cpd:C17787,ChEBI: 81339
572,cpd:C17787,LIPIDMAPS: LMPK12111282
573,cpd:C17787,KNApSAcK: C00003938
574,cpd:C17787,CAS: 83162-82-7
575,cpd:C17788,PubChem: 96024107
576,cpd:C17788,ChEBI: 81340
577,cpd:C17788,LIPIDMAPS: LMPK12112994
578,cpd:C17788,KNApSAcK: C00004688
579,cpd:C17788,NIKKAJI: J94.544G
580,cpd:C17788,CAS: 29536-44-5
581,cpd:C17789,PubChem: 96024108
582,cpd:C17789,ChEBI: 81341
583,cpd:C17789,NIKKAJI: J1.205.167K
584,cpd:C17789,CAS: 85819-52-9
585,cpd:C17790,PubChem: 96024109
586,cpd:C17790,ChEBI: 81342
587,cpd:C17790,ChEMBL: CHEMBL1917176
588,cpd:C17790,KNApSAcK: C00026123
589,cpd:C17790,NIKKAJI: J19.822F
590,cpd:C17790,CAS: 30045-16-0
591,cpd:C17791,PubChem: 163311816
592,cpd:C17792,PubChem: 163311817
593,cpd:C17793,PubChem: 163311818
594,cpd:C17794,PubChem: 163311819
595,cpd:C17795,PubChem: 96024110
596,cpd:C17795,ChEBI: 81343
597,cpd:C17795,NIKKAJI: J397.846J
598,cpd:C17795,CAS: 85819-51-8
599,cpd:C17796,ChEBI: 81344
600,cpd:C17796,NIKKAJI: J798.439A
601,cpd:C17796,PubChem: 96024111
602,cpd:C17797,ChEBI: 91024
603,cpd:C17797,KNApSAcK: C00050007
604,cpd:C17797,PubChem: 163311820
605,cpd:C17798,PubChem: 163311821
606,cpd:C17798,ChEBI: 91026
607,cpd:C17798,ChEMBL: CHEMBL3392006
608,cpd:C17798,KNApSAcK: C00035247
609,cpd:C17798,CAS: 84676-89-1
610,cpd:C17799,PubChem: 163311822
611,cpd:C17799,ChEMBL: CHEMBL3121562
612,cpd:C17799,KNApSAcK: C00035248
613,cpd:C17799,CAS: 84687-43-4
614,cpd:C17800,PubChem: 163311823
615,cpd:C17801,PubChem: 163311824
616,cpd:C17802,KNApSAcK: C00038529
617,cpd:C17802,PubChem: 163311825
618,cpd:C17803,PubChem: 96024112
619,cpd:C17803,ChEBI: 81345
620,cpd:C17803,NIKKAJI: J577K
621,cpd:C17803,CAS: 1732-09-8
622,cpd:C17804,ChEBI: 138834
623,cpd:C17804,PubChem: 163311826
624,cpd:C17805,PubChem: 163311827
